128, 100, 15613, 3.318021
128, 100, 15032, 3.318021
128, 100, 15140, 3.318021
128, 100, 15589, 3.318021
128, 100, 14992, 3.318021
128, 100, 15908, 3.318021
128, 100, 15228, 3.318021
128, 100, 15647, 3.318021
128, 100, 15404, 3.318021
128, 100, 15560, 3.318021
256, 100, 15821, 4.924835
256, 100, 15830, 4.924835
256, 100, 15230, 4.924835
256, 100, 15597, 4.924835
256, 100, 15337, 4.924835
256, 100, 15804, 4.924835
256, 100, 15273, 4.924835
256, 100, 15709, 4.924835
256, 100, 15965, 4.924835
256, 100, 15746, 4.924835
512, 100, 15557, 7.123992
512, 100, 15924, 7.123992
512, 100, 15391, 7.123992
512, 100, 15750, 7.123992
512, 100, 16009, 7.123992
512, 100, 16218, 7.123992
512, 100, 15959, 7.123992
512, 100, 15692, 7.123992
512, 100, 15724, 7.123992
512, 100, 15459, 7.123992
1024, 100, 16383, 10.185756
1024, 100, 16232, 10.185756
1024, 100, 16208, 10.185756
1024, 100, 16441, 10.185756
1024, 100, 16910, 10.185756
1024, 100, 16667, 10.185756
1024, 100, 16637, 10.185756
1024, 100, 16249, 10.185756
1024, 100, 16490, 10.185756
1024, 100, 16401, 10.185756
