128,100,3.318021
128,200,2.723174
128,300,2.396107
128,400,2.172265
128,500,2.002595
128,600,1.866023
128,700,1.751605
128,800,1.652951
128,900,1.566021
128,1000,1.488118
128,1100,1.417372
128,1200,1.352447
128,1300,1.292369
128,1400,1.236412
128,1500,1.184024
128,1600,1.134780
128,1700,1.088344
128,1800,1.044448
128,1900,1.002871
128,2000,0.963428
128,2100,0.925962
128,2200,0.890336
128,2300,0.856431
128,2400,0.824139
128,2500,0.793362
128,2600,0.764012
128,2700,0.736008
128,2800,0.709273
128,2900,0.683739
128,3000,0.659339
128,3100,0.636013
128,3200,0.613703
128,3300,0.592355
128,3400,0.571920
128,3500,0.552349
128,3600,0.533599
128,3700,0.515628
128,3800,0.498395
128,3900,0.481865
128,4000,0.466001
128,4100,0.450771
128,4200,0.436144
128,4300,0.422091
128,4400,0.408584
128,4500,0.395597
128,4600,0.383105
128,4700,0.371086
128,4800,0.359517
128,4900,0.348377
128,5000,0.337648
128,5100,0.327310
128,5200,0.317347
128,5300,0.307740
128,5400,0.298476
128,5500,0.289539
128,5600,0.280915
128,5700,0.272590
128,5800,0.264552
128,5900,0.256789
128,6000,0.249290
128,6100,0.242044
128,6200,0.235040
128,6300,0.228269
128,6400,0.221721
128,6500,0.215387
128,6600,0.209260
128,6700,0.203331
128,6800,0.197592
128,6900,0.192037
128,7000,0.186658
128,7100,0.181448
128,7200,0.176402
128,7300,0.171513
128,7400,0.166775
128,7500,0.162183
128,7600,0.157732
128,7700,0.153417
128,7800,0.149232
128,7900,0.145174
128,8000,0.141237
128,8100,0.137418
128,8200,0.133713
128,8300,0.130117
128,8400,0.126627
128,8500,0.123239
128,8600,0.119950
128,8700,0.116756
128,8800,0.113655
128,8900,0.110643
128,9000,0.107718
128,9100,0.104876
128,9200,0.102115
128,9300,0.099433
128,9400,0.096826
128,9500,0.094292
128,9600,0.091830
128,9700,0.089436
128,9800,0.087109
128,9900,0.084847
128,10000,0.082647
