128, 100, 15555, 3.318021
128, 100, 16088, 3.318021
128, 100, 15395, 3.318021
128, 100, 16064, 3.318021
128, 100, 15538, 3.318021
128, 100, 15685, 3.318021
128, 100, 15646, 3.318021
128, 100, 15811, 3.318021
128, 100, 16119, 3.318021
128, 100, 16161, 3.318021
256, 100, 16038, 4.924835
256, 100, 15434, 4.924835
256, 100, 15707, 4.924835
256, 100, 15514, 4.924835
256, 100, 15609, 4.924835
256, 100, 16423, 4.924835
256, 100, 16049, 4.924835
256, 100, 16181, 4.924835
256, 100, 15619, 4.924835
256, 100, 16217, 4.924835
512, 100, 15986, 7.123992
512, 100, 16303, 7.123992
512, 100, 15644, 7.123992
512, 100, 16117, 7.123992
512, 100, 15701, 7.123992
512, 100, 15923, 7.123992
512, 100, 16144, 7.123992
512, 100, 16237, 7.123992
512, 100, 15732, 7.123992
512, 100, 15575, 7.123992
1024, 100, 16915, 10.185756
1024, 100, 16354, 10.185756
1024, 100, 16753, 10.185756
1024, 100, 16599, 10.185756
1024, 100, 15940, 10.185756
1024, 100, 16221, 10.185756
1024, 100, 16313, 10.185756
1024, 100, 16753, 10.185756
1024, 100, 16047, 10.185756
1024, 100, 16506, 10.185756
