10000000, 0.068449, 0.181105, 0.000000
10000000, 0.068129, 0.176557, 0.000000
10000000, 0.070207, 0.181538, 0.000000
10000000, 0.066959, 0.181162, 0.000000
10000000, 0.067566, 0.180017, 0.000000
10000000, 0.070797, 0.178826, 0.000000
10000000, 0.066596, 0.169756, 0.000000
10000000, 0.069087, 0.179000, 0.000000
10000000, 0.067432, 0.174458, 0.000000
10000000, 0.086456, 0.219300, 0.000000
10000000, 0.088673, 0.229707, 0.000000
10000000, 0.088108, 0.224674, 0.000000
10000000, 0.105706, 0.212333, 0.000000
10000000, 0.092070, 0.173484, 0.000000
10000000, 0.068434, 0.182703, 0.000000
10000000, 0.068213, 0.174132, 0.000000
10000000, 0.066067, 0.173526, 0.000000
10000000, 0.067215, 0.173747, 0.000000
10000000, 0.067464, 0.175656, 0.000000
10000000, 0.068495, 0.179330, 0.000000
20000000, 0.146979, 0.270164, 0.000000
20000000, 0.133009, 0.265918, 0.000000
20000000, 0.139154, 0.312659, 0.000000
20000000, 0.176944, 0.336237, 0.000000
20000000, 0.172585, 0.334124, 0.000000
20000000, 0.140565, 0.268730, 0.000000
20000000, 0.141093, 0.265533, 0.000000
20000000, 0.138303, 0.275058, 0.000000
20000000, 0.147991, 0.270786, 0.000000
20000000, 0.140031, 0.266518, 0.000000
20000000, 0.135885, 0.271630, 0.000000
20000000, 0.176827, 0.334581, 0.000000
20000000, 0.175987, 0.343773, 0.000000
20000000, 0.134352, 0.276932, 0.000000
20000000, 0.138041, 0.272033, 0.000000
20000000, 0.133480, 0.273360, 0.000000
20000000, 0.131147, 0.267821, 0.000000
20000000, 0.134313, 0.281454, 0.000000
20000000, 0.140908, 0.278647, 0.000000
20000000, 0.172831, 0.325614, 0.000000
30000000, 0.263219, 0.450343, 0.000000
30000000, 0.208457, 0.374518, 0.000000
30000000, 0.199952, 0.368913, 0.000000
30000000, 0.199313, 0.387095, 0.000000
30000000, 0.213210, 0.387009, 0.000000
30000000, 0.268758, 0.442507, 0.000000
30000000, 0.260796, 0.379886, 0.000000
30000000, 0.205822, 0.369251, 0.000000
30000000, 0.198095, 0.377457, 0.000000
30000000, 0.211609, 0.356797, 0.000000
30000000, 0.198216, 0.370802, 0.000000
30000000, 0.282866, 0.460321, 0.000000
30000000, 0.200057, 0.370684, 0.000000
30000000, 0.216592, 0.401601, 0.000000
30000000, 0.213490, 0.367420, 0.000000
30000000, 0.203449, 0.378632, 0.000000
30000000, 0.264670, 0.462419, 0.000000
30000000, 0.280668, 0.463120, 0.000000
30000000, 0.203113, 0.383524, 0.000000
30000000, 0.210859, 0.396563, 0.000000
40000000, 0.276924, 0.485615, 0.000000
40000000, 0.358160, 0.569578, 0.000000
40000000, 0.379156, 0.501599, 0.000000
40000000, 0.267273, 0.481542, 0.000000
40000000, 0.267384, 0.468419, 0.000000
40000000, 0.270329, 0.470307, 0.000000
40000000, 0.365218, 0.570568, 0.000000
40000000, 0.269887, 0.480523, 0.000000
40000000, 0.262498, 0.474365, 0.000000
40000000, 0.281622, 0.469139, 0.000000
40000000, 0.361866, 0.569474, 0.000000
40000000, 0.273262, 0.476850, 0.000000
40000000, 0.281831, 0.468368, 0.000000
40000000, 0.285546, 0.473855, 0.000000
40000000, 0.361360, 0.576714, 0.000000
40000000, 0.266793, 0.473816, 0.000000
40000000, 0.277569, 0.477334, 0.000000
40000000, 0.271056, 0.476000, 0.000000
40000000, 0.357833, 0.572987, 0.000000
40000000, 0.268405, 0.483147, 0.000000
50000000, 0.341242, 0.571314, 0.000000
50000000, 0.357967, 0.566721, 0.000000
50000000, 0.463767, 0.691698, 0.000000
50000000, 0.343634, 0.577287, 0.000000
50000000, 0.339172, 0.583942, 0.000000
50000000, 0.445779, 0.685414, 0.000000
50000000, 0.339902, 0.564645, 0.000000
50000000, 0.348717, 0.556798, 0.000000
50000000, 0.346992, 0.567017, 0.000000
50000000, 0.460282, 0.700714, 0.000000
50000000, 0.334258, 0.580356, 0.000000
50000000, 0.347310, 0.568464, 0.000000
50000000, 0.437890, 0.670921, 0.000000
50000000, 0.339434, 0.562850, 0.000000
50000000, 0.373018, 0.564051, 0.000000
50000000, 0.332201, 0.570503, 0.000000
50000000, 0.445383, 0.679033, 0.000000
50000000, 0.338151, 0.574104, 0.000000
50000000, 0.333721, 0.569031, 0.000000
50000000, 0.451785, 0.678381, 0.000000
60000000, 0.411336, 0.659072, 0.000000
60000000, 0.434688, 0.678697, 0.000000
60000000, 0.561680, 0.791551, 0.000000
60000000, 0.422047, 0.666032, 0.000000
60000000, 0.420307, 0.658939, 0.000000
60000000, 0.574318, 0.778528, 0.000000
60000000, 0.419207, 0.661345, 0.000000
60000000, 0.425853, 0.659802, 0.000000
60000000, 0.525467, 0.792221, 0.000000
60000000, 0.406467, 0.672541, 0.000000
