10000000, 2560, 0.079341, 0.193674, 0.000000
10000000, 2560, 0.072936, 0.193926, 0.000000
10000000, 2560, 0.072151, 0.201850, 0.000000
10000000, 2560, 0.070205, 0.201162, 0.000000
10000000, 2560, 0.074632, 0.202765, 0.000000
10000000, 2560, 0.097358, 0.275643, 0.000000
10000000, 2560, 0.092182, 0.255932, 0.000000
10000000, 2560, 0.098081, 0.267209, 0.000000
10000000, 2560, 0.071517, 0.192212, 0.000000
10000000, 2560, 0.072726, 0.197806, 0.000000
10000000, 2560, 0.072863, 0.190373, 0.000000
10000000, 2560, 0.074527, 0.194231, 0.000000
10000000, 2560, 0.075503, 0.196457, 0.000000
10000000, 2560, 0.072123, 0.195320, 0.000000
10000000, 2560, 0.071580, 0.190747, 0.000000
10000000, 2560, 0.071379, 0.190163, 0.000000
10000000, 2560, 0.071242, 0.200120, 0.000000
10000000, 2560, 0.089831, 0.257366, 0.000000
10000000, 2560, 0.101185, 0.290829, 0.000000
10000000, 2560, 0.087418, 0.271743, 0.000000
20000000, 2560, 0.149648, 0.411348, 0.000000
20000000, 2560, 0.143955, 0.417034, 0.000000
20000000, 2560, 0.142130, 0.407298, 0.000000
20000000, 2560, 0.139923, 0.408606, 0.000000
20000000, 2560, 0.150505, 0.406899, 0.000000
20000000, 2560, 0.179124, 0.543910, 0.000000
20000000, 2560, 0.185970, 0.481072, 0.000000
20000000, 2560, 0.149717, 0.404267, 0.000000
20000000, 2560, 0.144512, 0.397478, 0.000000
20000000, 2560, 0.145400, 0.410121, 0.000000
20000000, 2560, 0.145415, 0.390025, 0.000000
20000000, 2560, 0.184376, 0.563135, 0.000000
20000000, 2560, 0.179150, 0.549102, 0.000000
20000000, 2560, 0.166177, 0.396680, 0.000000
20000000, 2560, 0.143530, 0.398342, 0.000000
20000000, 2560, 0.144324, 0.395197, 0.000000
20000000, 2560, 0.143318, 0.388011, 0.000000
20000000, 2560, 0.143129, 0.408888, 0.000000
20000000, 2560, 0.177840, 0.553841, 0.000000
20000000, 2560, 0.192904, 0.473487, 0.000000
30000000, 2560, 0.212558, 0.631902, 0.000000
30000000, 2560, 0.233823, 0.651190, 0.000000
30000000, 2560, 0.208086, 0.631835, 0.000000
